Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 24 GB 512 GB SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH09 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:14,"43.511,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-24-gb-512-gb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh09-zettacanta-p-HBCV00008ITOU0
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 12 GB 512 GB SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH01 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:16,"41.943,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-12-gb-512-gb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh01-zettacanta-p-HBCV00008ITOS9
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 40 GB 4tb SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH16 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:18,"70.069,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-40-gb-4tb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh16-zettacanta-p-HBCV00008ITOV8
"Dell Vostro 3530 Intel Core I5-1334U 8gb 4tb SSD Fhd 15.6"" 120HZ Windows 11 Home Taşınabilir Bilgisayar WN1611PVNB352025+ZETTAÇANTA",Dell,,Siyah,1 - 2 kg,Intel Core i5,1334U,13.Nesil,,"4,6 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,120 Hz,WVA,Windows 11 Home,2025-12-03 01:37:20,"47.039,99 TL",https://www.hepsiburada.com/dell-vostro-3530-intel-core-i5-1334u-8gb-4tb-ssd-fhd-15-6-120hz-windows-11-home-tasinabilir-bilgisayar-wn1611pvnb352025-zettacanta-p-HBCV000072W5MH
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 40 GB 2tb SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH15 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:22,"58.897,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-40-gb-2tb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh15-zettacanta-p-HBCV00008ITP52
"Dell Vostro 3530 Intel Core I5-1334U 32GB 2tb SSD Fhd 15.6"" 120HZ Windows 11 Home Taşınabilir Bilgisayar WN1611PVNB352034+ZETTAÇANTA",Dell,,Siyah,1 - 2 kg,Intel Core i5,1334U,13.Nesil,,"4,6 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,120 Hz,WVA,Windows 11 Home,2025-12-03 01:37:24,"46.059,99 TL",https://www.hepsiburada.com/dell-vostro-3530-intel-core-i5-1334u-32gb-2tb-ssd-fhd-15-6-120hz-windows-11-home-tasinabilir-bilgisayar-wn1611pvnb352034-zettacanta-p-HBCV000072W6R5
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 16 GB 4tb SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH08 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:26,"64.189,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-16-gb-4tb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh08-zettacanta-p-HBCV00008ITOTY
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 24 GB 4tb SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH12 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:29,"65.169,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-24-gb-4tb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh12-zettacanta-p-HBCV00008ITOHT
"Dell Vostro 3530 Intel Core I5-1334U 16GB 512GB SSD Fhd 15.6"" 120HZ Windows 11 Home Taşınabilir Bilgisayar WN1611PVNB352027+ZETTAÇANTA",Dell,,Siyah,1 - 2 kg,Intel Core i5,1334U,13.Nesil,,"4,6 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,120 Hz,WVA,Windows 11 Home,2025-12-03 01:37:31,"31.359,99 TL",https://www.hepsiburada.com/dell-vostro-3530-intel-core-i5-1334u-16gb-512gb-ssd-fhd-15-6-120hz-windows-11-home-tasinabilir-bilgisayar-wn1611pvnb352027-zettacanta-p-HBCV000072W6DP
"Dell Vostro 3530 Intel Core I5-1334U 8gb 512GB SSD Fhd 15.6"" 120HZ Windows 11 Home Taşınabilir Bilgisayar WN1611PVNB352022+ZETTAÇANTA",Dell,,Siyah,1 - 2 kg,Intel Core i5,1334U,13.Nesil,,"4,6 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,120 Hz,WVA,Windows 11 Home,2025-12-03 01:37:34,"27.439,99 TL",https://www.hepsiburada.com/dell-vostro-3530-intel-core-i5-1334u-8gb-512gb-ssd-fhd-15-6-120hz-windows-11-home-tasinabilir-bilgisayar-wn1611pvnb352022-zettacanta-p-HBCV000072W5ZH
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 16 GB 1tb SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH06 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:37,"47.529,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-16-gb-1tb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh06-zettacanta-p-HBCV00008ITOIH
"Lenovo Ideapad 3 17IAU7 82RL00DTTX I7 1255U 40 GB 1tb SSD Intel® Iris® Xe Graphics Windows 11 Home 17.3"" Fhd IPS Taşınabilir Bilgisayar 82RL00DTTXH14 + Zettaçanta",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i7,1255U,12.Nesil,,"4,7 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"17,3 inç",1920 x 1080,Full HD,60 Hz,IPS,Windows 11 Home,2025-12-03 01:37:39,"53.311,78 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-82rl00dttx-i7-1255u-40-gb-1tb-ssd-intel-iris-xe-graphics-windows-11-home-17-3-fhd-ips-tasinabilir-bilgisayar-82rl00dttxh14-zettacanta-p-HBCV00008ITOM5
"Dell Vostro 3530 Intel Core I5-1334U 64GB 4tb SSD Fhd 15.6"" 120HZ Windows 11 Home Taşınabilir Bilgisayar WN1611PVNB352040+ZETTAÇANTA",Dell,,Siyah,1 - 2 kg,Intel Core i5,1334U,13.Nesil,,"4,6 GHz",,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,120 Hz,WVA,Windows 11 Home,2025-12-03 01:37:56,"67.619,99 TL",https://www.hepsiburada.com/dell-vostro-3530-intel-core-i5-1334u-64gb-4tb-ssd-fhd-15-6-120hz-windows-11-home-tasinabilir-bilgisayar-wn1611pvnb352040-zettacanta-p-HBCV000072W5ZL
Dell Vostro 3520 Intel Core I5 1235U 32GB 1tb SSD Windows 11 Pro 15.6'' Fhd Taşınabilir Bilgisayar N1605PVNB3520U021,Dell,,Siyah,1 - 2 kg,Intel Core i5,Intel Core i5,12.Nesil,,"4,4 GHz",32 GB,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,,,WVA,Windows 11 Pro,2025-12-03 01:37:58,39.899 TL,https://www.hepsiburada.com/dell-vostro-3520-intel-core-i5-1235u-32gb-1tb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-n1605pvnb3520u021-pm-HBC00004SCWN9
"Game Garaj Slayer5 7XL-5060 C4 Intel Ultra 7 255HX 64GB Ram 2tb SSD RTX5060 17"" 240Hz Qhd+Ips Freedos Gaming Laptop",Game Garaj,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Ultra 7,255HX,Intel Core Ultra Serisi,20,"5,2 GHz",,DDR5,Nvidia GeForce RTX 5060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,,Yok,17 inç,2560 x 1600,QHD+,240 Hz,IPS,Yok (Free Dos),2025-12-03 01:38:00,79.999 TL,https://www.hepsiburada.com/game-garaj-slayer5-7xl-5060-c4-intel-ultra-7-255hx-64gb-ram-2tb-ssd-rtx5060-17-240hz-qhd-ips-freedos-gaming-laptop-pm-HBC000097SGRG
"HP 255 G9 AMD Ryzen 5 5625U 8GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 9M3G7AT",HP,,Gümüş,1 - 2 kg,,5625U,Ryzen,,"4,3 GHz",8 GB,DDR4,AMD Radeon R5,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,"15,6 inç",1920 x 1080,,,TN,Yok (Free Dos),2025-12-03 01:38:02,"17.192,68 TL",https://www.hepsiburada.com/hp-255-g9-amd-ryzen-5-5625u-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-9m3g7at-pm-HBC0000658JZN
Dell Latitude 5540 I5-1335U 16GB 512GB SSD 15.6 Fhd Windows 11 Pro N009L554015EMEA-VP,Dell,,Siyah,1 - 2 kg,Intel Core i5,1335U,13.Nesil,,"4,6 GHz",16 GB,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,"15,6 inç",1920 x 1080,,,IPS,Windows 11 Pro,2025-12-03 01:38:03,"41.404,99 TL",https://www.hepsiburada.com/dell-latitude-5540-i5-1335u-16gb-512gb-ssd-15-6-fhd-windows-11-pro-n009l554015emea-vp-pm-HBC00004G7RO3
"Asus Vivobook 16 Core 5 210H RTX4050 32GB Ram 512GB SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:05,54.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-32gb-ram-512gb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A04VE6
"Asus Vivobook 16 Core 5 210H RTX4050 48GB Ram 1tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:07,63.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-48gb-ram-1tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A057AV
"Asus Vivobook 16 Core 5 210H RTX4050 16GB Ram 2tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:09,52.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-16gb-ram-2tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A05693
"Asus Vivobook 16 Core 5 210H RTX4050 8gb Ram 512GB SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:11,44.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-8gb-ram-512gb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A0542V
"Asus Vivobook 16 Core 5 210H RTX4050 24GB Ram 512GB SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:13,48.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-24gb-ram-512gb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A03HFV
"Asus Vivobook 16 Core 5 210H RTX4050 8gb Ram 1tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:15,48.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-8gb-ram-1tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A0OS42
"Asus Vivobook 16 Core 5 210H RTX4050 48GB Ram 512GB SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:17,59.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-48gb-ram-512gb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A0501S
"Asus Vivobook 16 Core 5 210H RTX4050 48GB Ram 2tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:18,67.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-48gb-ram-2tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A0510C
"Asus Vivobook 16 Core 5 210H RTX4050 32GB Ram 2tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:20,62.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-32gb-ram-2tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A04YPF
"Asus Vivobook 16 Core 5 210H RTX4050 16GB Ram 1tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:22,49.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-16gb-ram-1tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A04V2C
"Asus Vivobook 16 Core 5 210H RTX4050 32GB Ram 1tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:24,56.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-32gb-ram-1tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A04Z9O
"Asus Vivobook 16 Core 5 210H RTX4050 24GB Ram 2tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:25,54.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-24gb-ram-2tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A04V2D
"Asus Vivobook 16 Core 5 210H RTX4050 24GB Ram 1tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:27,54.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-24gb-ram-1tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A03GEY
"Asus Vivobook 16 Core 5 210H RTX4050 8gb Ram 2tb SSD 16"" W11 Taşınabilir Bilgisayar + Djt Çanta",Asus,Ofis ve İş,Siyah,2 kg ve Altı,Intel Core i5,210H,2.Nesil,,"4,8 GHz",,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Windows 11 Home,2025-12-03 01:38:29,51.999 TL,https://www.hepsiburada.com/asus-vivobook-16-core-5-210h-rtx4050-8gb-ram-2tb-ssd-16-w11-tasinabilir-bilgisayar-djt-canta-p-HBCV0000A055UH
"MSI Thin 15 13.nesil Core I5 13420H-16GB-512GB SSD-RTX3050 4GB-15.6""-Windows 11 Taşınabilir bilgisayar",MSI,,Siyah,2 kg ve Altı,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",16 GB,DDR4,Nvidia GeForce RTX 3050,Harici Ekran Kartı,4 GB,GDDR6,512 GB,Yok,"15,6 inç",1920 x 1080,,,FHD,Windows 11 Home,2025-12-03 01:38:31,34.999 TL,https://www.hepsiburada.com/msi-thin-15-13-nesil-core-i5-13420h-rtx3050-4gb-16gb-512gb-ssd-15-6-windows-11-tasinabilir-bilgisayar-pm-HBC00008LB4HC
"HP Omen C2EZ2EA Amd Ryzen Aı 7 350 32GB 1tb SSD RTX5060-8GB Freedos 17.3"" Fhd 144Hz Taşınabilir Bilgisayar",HP,Oyun ve Eğlence,Siyah,2 - 4 kg,AMD Ryzen AI 7,350,AMD Ryzen AI 300 Series,8,5 GHz,,DDR5,Nvidia GeForce RTX 5060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR6,,Yok,"17,3 inç",1920 x 1080,Full HD,144 Hz,IPS,FreeDos,2025-12-03 01:38:33,69.499 TL,https://www.hepsiburada.com/hp-omen-c2ez2ea-amd-ryzen-ai-7-350-32gb-1tb-ssd-rtx5060-8gb-freedos-17-3-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00009P4S3Y
"Lenovo V15 Gen4 Amn Ryzen5 7520U 16GB Ddr5 512GB SSD 15.6"" WINDOWS11HOME Fhd Dizüstü Bilgisayar 882YU00QYTX06+ZETTAÇANTA",Lenovo,,Siyah,1 - 2 kg,AMD Ryzen 5,7520U,7.Nesil,,"4,3 GHz",,DDR5,AMD Radeon Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,,TN,Windows 11 Home,2025-12-03 01:38:35,"26.459,98 TL",https://www.hepsiburada.com/lenovo-v15-gen4-amn-ryzen5-7520u-16gb-ddr5-512gb-ssd-15-6-windows11home-fhd-dizustu-bilgisayar-882yu00qytx06-zettacanta-p-HBCV00004O6CDF
"Lenovo Ideapad Slim 3 Intel Core I7-13620H 16GB 1tb SSD Windows 11 Pro 16"" Taşınabilir Bilgisayar Csrtech Çantalı",Lenovo,,Gri,1 - 2 kg,Intel Core i7,Intel Core i7,13.Nesil,,"4,9 GHz",16 GB,,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,16 inç,1920 x 1080,Full HD,,IPS,Windows 11 Pro,2025-12-03 01:38:37,36.199 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i7-13620h-16gb-1tb-ssd-windows-11-pro-15-6-tasinabilir-bilgisayar-83em005utr-csrtech-cantali-pm-HBC000069T2GQ
"HP Victus 15-FA1085NT I7-13620H 8 GB 1 TB SSD RTX4060 (8gb) 144Hz 15.6"" Fhd Freedos Gaming Notebook B10FNEAHMF1",HP,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,Intel Core i7,13.Nesil,,"4,9 GHz",8 GB,DDR4,Nvidia GeForce RTX 4060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR6,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 01:38:39,"80.758,03 TL",https://www.hepsiburada.com/hp-victus-15-fa1085nt-i7-13620h-8-gb-1-tb-ssd-rtx4060-8gb-144hz-15-6-fhd-freedos-gaming-notebook-b10fneahmf1-pm-HBC00008M2LJN
"Lenovo V15 Gen4 Amn Ryzen5 7520U 16GB Ddr5 256GB SSD 15.6"" WINDOWS11HOME Fhd Dizüstü Bilgisayar 882YU00QYTX05+ZETTAÇANTA",Lenovo,,Siyah,1 - 2 kg,AMD Ryzen 5,7520U,7.Nesil,,"4,3 GHz",,DDR5,AMD Radeon Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,Full HD,,TN,Windows 11 Home,2025-12-03 01:38:41,"25.969,98 TL",https://www.hepsiburada.com/lenovo-v15-gen4-amn-ryzen5-7520u-16gb-ddr5-256gb-ssd-15-6-windows11home-fhd-dizustu-bilgisayar-882yu00qytx05-zettacanta-p-HBCV00004O6C9O
